Date,Value,YOY (%)
2023-08-01,6.91,18.12
2023-07-01,7.54,30.45
2023-06-01,5.57,-9.58
2023-05-01,4.42,-36.59
2023-04-01,5.09,-19.59
2023-03-01,5.79,8.22
2023-02-01,6.16,22.22
2023-01-01,6.16,5.48
2022-12-01,5.50,-1.08
2022-11-01,5.41,11.78
2022-10-01,6.08,34.51
2022-09-01,6.49,47.50
2022-08-01,5.85,21.62
2022-07-01,5.78,9.89
2022-06-01,6.16,10.39
2022-05-01,6.97,32.51
2022-04-01,6.33,23.15
2022-03-01,5.35,-5.64
2022-02-01,5.04,12.25
2022-01-01,5.84,84.81
2021-12-01,5.56,50.68
2021-11-01,4.84,-8.33
2021-10-01,4.52,-23.39
2021-09-01,4.40,-21.99
2021-08-01,4.81,-14.41
2021-07-01,5.26,-1.31
2021-06-01,5.58,10.28
2021-05-01,5.26,3.14
2021-04-01,5.14,-5.69
2021-03-01,5.67,3.09
2021-02-01,4.49,-34.36
2021-01-01,3.16,-57.81
2020-12-01,3.69,-61.68
2020-11-01,5.28,-38.68
2020-10-01,5.90,-22.57
2020-09-01,5.64,-19.20
2020-08-01,5.62,-10.94
2020-07-01,5.33,-10.87
2020-06-01,5.06,-41.09
2020-05-01,5.10,-41.04
2020-04-01,5.45,-34.57
2020-03-01,5.50,-28.29
2020-02-01,6.84,-1.87
2020-01-01,7.49,13.48
2019-12-01,9.63,83.78
2019-11-01,8.61,77.16
2019-10-01,7.62,45.70
2019-09-01,6.98,24.42
2019-08-01,6.31,12.48
2019-07-01,5.98,6.60
2019-06-01,8.59,118.58
2019-05-01,8.65,118.43
2019-04-01,8.33,109.82
2019-03-01,7.67,75.92
2019-02-01,6.97,47.05
2019-01-01,6.60,29.16
2018-12-01,5.24,31.00
2018-11-01,4.86,22.42
2018-10-01,5.23,61.42
2018-09-01,5.61,94.12
2018-08-01,5.61,122.62
2018-07-01,5.61,213.41
2018-06-01,3.93,263.89
2018-05-01,3.96,263.30
2018-04-01,3.97,79.64
2018-03-01,4.36,67.05
2018-02-01,4.74,80.92
2018-01-01,5.11,174.73
2017-12-01,4.00,79.37
2017-11-01,3.97,53.28
2017-10-01,3.24,-3.28
2017-09-01,2.89,-30.19
2017-08-01,2.52,-52.45
2017-07-01,1.79,-72.29
2017-06-01,1.08,-82.38
2017-05-01,1.09,-83.46
2017-04-01,2.21,-62.29
2017-03-01,2.61,-52.63
2017-02-01,2.62,-52.62
2017-01-01,1.86,-68.53
2016-12-01,2.23,-64.72
2016-11-01,2.59,-61.46
2016-10-01,3.35,-46.99
2016-09-01,4.14,-19.46
2016-08-01,5.30,21.84
2016-07-01,6.46,47.83
2016-06-01,6.13,0.49
2016-05-01,6.59,14.81
2016-04-01,5.86,1.21
2016-03-01,5.51,-12.26
2016-02-01,5.53,-12.22
2016-01-01,5.91,-17.57
2015-12-01,6.32,7.85
2015-11-01,6.72,63.11
2015-10-01,6.32,26.91
2015-09-01,5.14,-18.41
2015-08-01,4.35,-35.56
2015-07-01,4.37,-39.56
2015-06-01,6.10,-6.01
2015-05-01,5.74,-18.23
2015-04-01,5.79,-18.22
2015-03-01,6.28,-6.27
2015-02-01,6.30,-6.39
2015-01-01,7.17,-0.97
2014-12-01,5.86,-35.82
2014-11-01,4.12,-64.08
2014-10-01,4.98,-54.97
2014-09-01,6.30,-41.12
2014-08-01,6.75,-37.21
2014-07-01,7.23,-33.36
2014-06-01,6.49,-41.32
2014-05-01,7.02,-34.27
2014-04-01,7.08,-30.86
2014-03-01,6.70,-41.43
2014-02-01,6.73,-44.20
2014-01-01,7.24,-37.69
2013-12-01,9.13,-18.26
2013-11-01,11.47,20.10
2013-10-01,11.06,15.21
2013-09-01,10.70,17.07
2013-08-01,10.75,4.27
2013-07-01,10.85,10.26
2013-06-01,11.06,10.05
2013-05-01,10.68,5.12
2013-04-01,10.24,0.20
2013-03-01,11.44,32.25
2013-02-01,12.06,59.31
2013-01-01,11.62,118.42
2012-12-01,11.17,72.11
2012-11-01,9.55,2.25
2012-10-01,9.60,2.24
2012-09-01,9.14,-9.15
2012-08-01,10.31,14.68
2012-07-01,9.84,16.73
2012-06-01,10.05,16.59
2012-05-01,10.16,16.51
2012-04-01,10.22,8.61
2012-03-01,8.65,-1.93
2012-02-01,7.57,-14.17
2012-01-01,5.32,-42.80
2011-12-01,6.49,-31.47
2011-11-01,9.34,12.12
2011-10-01,9.39,-3.20
2011-09-01,10.06,2.44
2011-08-01,8.99,-9.01
2011-07-01,8.43,-25.07
2011-06-01,8.62,-37.22
2011-05-01,8.72,-37.31
2011-04-01,9.41,-29.41
2011-03-01,8.82,-40.65
2011-02-01,8.82,-40.65
2011-01-01,9.30,-42.66
2010-12-01,9.47,-36.74
2010-11-01,8.33,-38.34
2010-10-01,9.70,-15.58
2010-09-01,9.82,-15.64
2010-08-01,9.88,-15.70
2010-07-01,11.25,-5.38
2010-06-01,13.73,47.79
2010-05-01,13.91,61.18
2010-04-01,13.33,53.22
2010-03-01,14.86,85.06
2010-02-01,14.86,54.31
2010-01-01,16.22,55.22
2009-12-01,14.97,54.33
2009-11-01,13.51,29.28
2009-10-01,11.49,9.95
2009-09-01,11.64,19.14
2009-08-01,11.72,29.93
2009-07-01,11.89,42.74
2009-06-01,9.29,20.81
2009-05-01,8.63,11.35
2009-04-01,8.70,11.40
2009-03-01,8.03,2.03
2009-02-01,9.63,76.05
2009-01-01,10.45,89.66
2008-12-01,9.70,76.04
2008-11-01,10.45,89.66
2008-10-01,10.45,89.66
2008-09-01,9.77,52.66
2008-08-01,9.02,24.24
2008-07-01,8.33,29.15
2008-06-01,7.69,35.15
2008-05-01,7.75,17.25
2008-04-01,7.81,17.09
2008-03-01,7.87,17.11
2008-02-01,5.47,-27.65
2008-01-01,5.51,-18.01
2007-12-01,5.51,-15.62
2007-11-01,5.51,-7.39
2007-10-01,5.51,-20.38
2007-09-01,6.40,0.00
2007-08-01,7.26,22.22
2007-07-01,6.45,1.90
2007-06-01,5.69,-21.73
2007-05-01,6.61,11.47
2007-04-01,6.67,43.44
2007-03-01,6.72,47.05
2007-02-01,7.56,65.43
2007-01-01,6.72,53.78
2006-12-01,6.53,17.24
2006-11-01,5.95,11.63
2006-10-01,6.92,65.55
2006-09-01,6.40,76.31
2006-08-01,5.94,72.17
2006-07-01,6.33,55.91
2006-06-01,7.27,118.98
2006-05-01,5.93,58.56
2006-04-01,4.65,-6.25
2006-03-01,4.57,9.59
2006-02-01,4.57,9.59
2006-01-01,4.37,0.00
2005-12-01,5.57,47.35
2005-11-01,5.33,27.82
2005-10-01,4.18,-8.53
2005-09-01,3.63,-24.53
2005-08-01,3.45,-25.16
2005-07-01,4.06,27.27
2005-06-01,3.32,9.93
